Date,Rented Bike Count,Temperature(C)
13/01/2018,152,-6.6
13/01/2018,168,-6.5
13/01/2018,145,-6.4
13/01/2018,77,-6.5
13/01/2018,47,-6.4
13/01/2018,40,-6.3
13/01/2018,42,-6.4
13/01/2018,43,-6.5
13/01/2018,67,-6.5
13/01/2018,102,-6.3
13/01/2018,106,-5.5
13/01/2018,133,-4.8
13/01/2018,174,-3.7
13/01/2018,212,-2.5
13/01/2018,215,-1.8
13/01/2018,251,-1.5
13/01/2018,249,-1.2
13/01/2018,277,-1.4
13/01/2018,223,-2.6
13/01/2018,167,-3.3
13/01/2018,158,-3.9
13/01/2018,156,-4.1
13/01/2018,168,-4.3
13/01/2018,131,-4.4
14/01/2018,149,-4.4
14/01/2018,150,-3.7
14/01/2018,111,-3.5
14/01/2018,79,-3.6
14/01/2018,48,-4
14/01/2018,29,-4.2
14/01/2018,49,-4.3
14/01/2018,59,-4.4
14/01/2018,81,-3.8
14/01/2018,118,-3.4
14/01/2018,134,-2.1
14/01/2018,174,-0.5
14/01/2018,226,1.2
14/01/2018,272,3
14/01/2018,304,3.7
14/01/2018,353,4.6
14/01/2018,366,5.3
14/01/2018,302,4.5
14/01/2018,250,4.1
14/01/2018,208,3.9
14/01/2018,210,3.5
14/01/2018,213,3.1
14/01/2018,196,2.8
14/01/2018,144,2.7
15/01/2018,171,3
15/01/2018,122,3
15/01/2018,74,3.6
15/01/2018,58,4.4
15/01/2018,38,4.9
15/01/2018,55,5
15/01/2018,82,4.9
15/01/2018,209,4.4
15/01/2018,444,4.1
15/01/2018,303,3.9
15/01/2018,212,4.2
15/01/2018,254,4.7
15/01/2018,311,6.2
15/01/2018,309,6.1
15/01/2018,306,7.1
15/01/2018,349,7.4
15/01/2018,365,7.5
15/01/2018,455,6.5
15/01/2018,555,5.2
15/01/2018,444,4.4
15/01/2018,321,3.7
15/01/2018,334,3.4
15/01/2018,333,3
15/01/2018,230,2.4
16/01/2018,212,1.8
16/01/2018,207,1.2
16/01/2018,141,0.5
16/01/2018,81,0.3
16/01/2018,51,0.8
16/01/2018,58,1.1
16/01/2018,140,1.2
16/01/2018,318,1.1
16/01/2018,650,1.2
16/01/2018,376,1.9
16/01/2018,221,2.7
16/01/2018,256,3.9
16/01/2018,276,5.2
16/01/2018,296,5.8
16/01/2018,276,6.5
16/01/2018,250,6.3
16/01/2018,277,5.8
16/01/2018,381,5.2
16/01/2018,592,4.9
16/01/2018,409,4.6
16/01/2018,332,4.5
16/01/2018,342,4.3
16/01/2018,321,4
16/01/2018,242,3.9
17/01/2018,204,3.5
17/01/2018,183,3.3
17/01/2018,140,3.1
17/01/2018,75,3
17/01/2018,55,3
17/01/2018,72,2.9
17/01/2018,115,2.7
17/01/2018,272,2.5
17/01/2018,537,2.6
17/01/2018,337,3
17/01/2018,212,4.3
17/01/2018,270,6
17/01/2018,310,8.1
17/01/2018,273,8
17/01/2018,258,7.7
17/01/2018,278,8.5
17/01/2018,314,8.3
17/01/2018,380,7.2
17/01/2018,501,5.2
17/01/2018,360,4.2
17/01/2018,286,3.5
17/01/2018,320,3.1
17/01/2018,313,2.8
17/01/2018,227,2.7
18/01/2018,215,2.7
18/01/2018,190,3.2
18/01/2018,137,3.3
18/01/2018,95,3.6
18/01/2018,50,3.3
18/01/2018,68,2.6
18/01/2018,107,2.2
18/01/2018,279,1.5
18/01/2018,537,1.1
18/01/2018,305,1.2
18/01/2018,188,1.4
18/01/2018,261,1.8
18/01/2018,267,2.5
18/01/2018,307,3.5
18/01/2018,301,4.4
18/01/2018,269,4.2
18/01/2018,328,3.6
18/01/2018,416,2.8
18/01/2018,506,2
18/01/2018,365,1.5
18/01/2018,303,1.1
18/01/2018,339,0.8
18/01/2018,318,0.7
18/01/2018,232,0.6
19/01/2018,211,0.3
19/01/2018,207,0
19/01/2018,140,-0.3
19/01/2018,93,-0.6
19/01/2018,58,-0.7
19/01/2018,61,-1.4
19/01/2018,151,-1.8
19/01/2018,334,-2
19/01/2018,648,-2.5
19/01/2018,387,-2.1
19/01/2018,255,0
19/01/2018,283,2.2
19/01/2018,341,4.3
19/01/2018,341,4.7
19/01/2018,349,4.7
19/01/2018,381,5.4
19/01/2018,390,4.9
19/01/2018,468,4.1
19/01/2018,702,2.9
19/01/2018,471,2
19/01/2018,342,1.2
19/01/2018,331,0.5
19/01/2018,292,0
19/01/2018,236,-0.5
20/01/2018,228,-0.6
20/01/2018,258,-0.9
20/01/2018,216,-0.9
20/01/2018,118,-0.9
20/01/2018,89,-0.7
20/01/2018,56,-0.3
20/01/2018,50,-0.1
20/01/2018,101,0.2
20/01/2018,191,0.3
20/01/2018,234,0.9
20/01/2018,259,2.1
20/01/2018,285,3.7
20/01/2018,325,5.3
20/01/2018,356,6.3
20/01/2018,334,5.9
20/01/2018,406,6.3
20/01/2018,352,6.6
20/01/2018,377,5.7
20/01/2018,283,4.6
20/01/2018,223,3.5
20/01/2018,219,2.9
20/01/2018,220,2.1
20/01/2018,232,1.5
20/01/2018,164,0.8
21/01/2018,196,-0.3
21/01/2018,177,-0.8
21/01/2018,107,-1.5
21/01/2018,107,-2
21/01/2018,73,-2.3
21/01/2018,32,-2.6
21/01/2018,36,-3.1
21/01/2018,61,-3.2
21/01/2018,115,-3.6
21/01/2018,152,-3.2
21/01/2018,189,-1.3
21/01/2018,216,1.9
21/01/2018,271,3.9
21/01/2018,343,4.9
21/01/2018,340,5.4
21/01/2018,389,5.4
21/01/2018,396,4.7
21/01/2018,383,3.8
21/01/2018,295,2.5
21/01/2018,223,1.3
21/01/2018,258,0.3
21/01/2018,237,-0.1
21/01/2018,207,-0.3
21/01/2018,170,-0.4
22/01/2018,171,-0.2
22/01/2018,97,-0.2
22/01/2018,73,-0.2
22/01/2018,53,-0.3
22/01/2018,31,0
22/01/2018,60,0
22/01/2018,165,0
22/01/2018,316,-0.4
22/01/2018,683,-0.7
22/01/2018,365,0.1
22/01/2018,221,1.1
22/01/2018,277,2.4
22/01/2018,323,3.9
22/01/2018,281,3.9
22/01/2018,249,3.3
22/01/2018,63,3.6
22/01/2018,18,2
22/01/2018,43,1.3
22/01/2018,170,1.1
22/01/2018,167,-0.1
22/01/2018,181,-0.8
22/01/2018,187,-1.8
22/01/2018,170,-3.2
22/01/2018,139,-4.2
23/01/2018,96,-5.3
23/01/2018,120,-6
23/01/2018,75,-7.5
23/01/2018,55,-8.6
23/01/2018,45,-9.5
23/01/2018,44,-10.5
23/01/2018,84,-11.5
23/01/2018,211,-12.5
23/01/2018,423,-13
23/01/2018,228,-13.3
23/01/2018,132,-12.1
23/01/2018,184,-11.7
23/01/2018,180,-11.3
23/01/2018,189,-11
23/01/2018,169,-10.4
23/01/2018,181,-9.7
23/01/2018,181,-10.1
23/01/2018,239,-10.6
23/01/2018,351,-11.5
23/01/2018,248,-12
23/01/2018,178,-12.5
23/01/2018,145,-13.2
23/01/2018,117,-13.9
23/01/2018,106,-14.3
24/01/2018,90,-14.6
24/01/2018,89,-15
24/01/2018,50,-15.2
24/01/2018,32,-15.2
24/01/2018,24,-15.4
24/01/2018,34,-15.6
24/01/2018,71,-15.7
24/01/2018,164,-15.9
24/01/2018,364,-16.2
24/01/2018,192,-15.8
24/01/2018,90,-14.5
24/01/2018,124,-13.1
24/01/2018,121,-12.2
24/01/2018,140,-12
24/01/2018,125,-11.1
24/01/2018,149,-10.8
24/01/2018,124,-11.2
24/01/2018,203,-11.8
24/01/2018,297,-13
24/01/2018,211,-13.8
24/01/2018,125,-14.3
24/01/2018,132,-14.7
24/01/2018,121,-15.2
24/01/2018,82,-15.7
25/01/2018,78,-15.9
25/01/2018,68,-16.1
25/01/2018,60,-16
25/01/2018,32,-16
25/01/2018,22,-15.9
25/01/2018,34,-15.8
25/01/2018,71,-16.1
25/01/2018,165,-16.2
25/01/2018,349,-16.4
25/01/2018,187,-16.2
25/01/2018,105,-15.3
25/01/2018,122,-13.8
25/01/2018,142,-12.8
25/01/2018,130,-11.4
25/01/2018,160,-10.4
25/01/2018,130,-9.7
25/01/2018,152,-9.6
25/01/2018,170,-10.9
25/01/2018,288,-11.8
25/01/2018,178,-12.7
25/01/2018,141,-13.5
25/01/2018,137,-14.1
25/01/2018,113,-14.6
25/01/2018,79,-14.9
26/01/2018,68,-15.1
26/01/2018,93,-15.3
26/01/2018,54,-15.6
26/01/2018,41,-15.9
26/01/2018,24,-16.4
26/01/2018,36,-16.9
26/01/2018,64,-17.4
26/01/2018,142,-17.5
26/01/2018,322,-17.8
26/01/2018,149,-17.5
26/01/2018,96,-16.5
26/01/2018,93,-15.6
26/01/2018,111,-14.4
26/01/2018,115,-13.3
26/01/2018,116,-12.1
26/01/2018,140,-11.4
26/01/2018,147,-10.8
26/01/2018,196,-11.5
26/01/2018,305,-12.7
26/01/2018,171,-13.2
26/01/2018,121,-13.7
26/01/2018,130,-14.1
26/01/2018,108,-14.6
26/01/2018,89,-14.4
27/01/2018,80,-15
27/01/2018,94,-15.1
27/01/2018,75,-15.3
27/01/2018,41,-15.3
27/01/2018,36,-15.3
27/01/2018,25,-15.4
27/01/2018,33,-15.3
27/01/2018,57,-15.7
27/01/2018,84,-15.9
27/01/2018,105,-15.1
27/01/2018,96,-12.3
27/01/2018,125,-9.6
27/01/2018,145,-7.7
27/01/2018,189,-6.6
27/01/2018,193,-4.1
27/01/2018,192,-3.7
27/01/2018,195,-3.7
27/01/2018,207,-4.6
27/01/2018,162,-6.6
27/01/2018,122,-7.1
27/01/2018,117,-7.6
27/01/2018,103,-7.9
27/01/2018,114,-7.8
27/01/2018,103,-7.6
28/01/2018,125,-7.5
28/01/2018,103,-7.5
28/01/2018,72,-7.8
28/01/2018,67,-7.7
28/01/2018,38,-7.6
28/01/2018,21,-7.5
28/01/2018,30,-7.8
28/01/2018,42,-8
28/01/2018,72,-8.1
28/01/2018,104,-7.8
28/01/2018,111,-5.9
28/01/2018,145,-4.6
28/01/2018,189,-3.5
28/01/2018,206,-2.4
28/01/2018,225,-1.5
28/01/2018,217,-1.9
28/01/2018,187,-2.1
28/01/2018,178,-3.8
28/01/2018,157,-4.9
28/01/2018,134,-6
28/01/2018,113,-7
28/01/2018,106,-7.3
28/01/2018,105,-7.9
28/01/2018,81,-8.7
29/01/2018,80,-9.3
29/01/2018,62,-9.8
29/01/2018,49,-10.2
29/01/2018,27,-9.8
29/01/2018,26,-9.9
29/01/2018,50,-10.4
29/01/2018,94,-10.9
29/01/2018,231,-11.1
29/01/2018,450,-11.5
29/01/2018,217,-10.8
29/01/2018,135,-9.5
29/01/2018,166,-8.1
29/01/2018,186,-7.3
29/01/2018,166,-6.9
29/01/2018,168,-5.7
29/01/2018,177,-5.2
29/01/2018,195,-5.5
29/01/2018,239,-5.7
29/01/2018,438,-6.6
29/01/2018,282,-7.1
29/01/2018,197,-7.4
29/01/2018,182,-7.7
29/01/2018,172,-8.8
29/01/2018,99,-9.4
30/01/2018,108,-10
30/01/2018,129,-10.4
30/01/2018,84,-10.6
30/01/2018,54,-10.7
30/01/2018,33,-11.1
30/01/2018,47,-11.3
30/01/2018,94,-11.2
30/01/2018,214,-11.3
30/01/2018,491,-11.1
30/01/2018,254,-9.9
30/01/2018,170,-7.5
30/01/2018,220,-4.5
30/01/2018,253,-3.2
30/01/2018,225,-1.3
30/01/2018,238,-1.1
30/01/2018,173,-1.6
30/01/2018,94,-2.2
30/01/2018,53,-2.4
30/01/2018,100,-2.3
30/01/2018,59,-1.7
30/01/2018,72,-1.5
30/01/2018,60,-1.6
30/01/2018,73,-1.7
30/01/2018,62,-1.7
31/01/2018,69,-1.7
31/01/2018,96,-1.6
31/01/2018,60,-1.6
31/01/2018,47,-2.2
31/01/2018,34,-2.4
31/01/2018,34,-2.8
31/01/2018,63,-3.1
31/01/2018,124,-3.5
31/01/2018,273,-3.6
31/01/2018,137,-3.3
31/01/2018,102,-2.3
31/01/2018,144,-1.5
31/01/2018,160,-1
31/01/2018,171,-0.8
31/01/2018,156,-0.7
31/01/2018,214,-0.5
31/01/2018,216,-0.1
31/01/2018,279,-0.9
31/01/2018,403,-1.8
31/01/2018,270,-2.2
31/01/2018,229,-2.6
31/01/2018,229,-3.4
31/01/2018,188,-4.2
31/01/2018,132,-4.7
01/02/2018,122,-5.2
01/02/2018,149,-5.4
01/02/2018,103,-5.5
01/02/2018,81,-6.2
01/02/2018,37,-7.1
01/02/2018,51,-7.8
01/02/2018,95,-8.1
01/02/2018,244,-8.7
01/02/2018,459,-8.6
01/02/2018,259,-7.9
01/02/2018,168,-5
01/02/2018,194,-2.6
01/02/2018,240,-1.1
01/02/2018,233,0.3
01/02/2018,256,0.8
01/02/2018,293,0.7
01/02/2018,268,1.1
01/02/2018,341,0.3
01/02/2018,542,-1
01/02/2018,344,-1.8
01/02/2018,263,-2.4
01/02/2018,257,-3.2
01/02/2018,235,-3.9
01/02/2018,143,-4.5
02/02/2018,138,-4.9
02/02/2018,159,-5.2
02/02/2018,102,-5.7
02/02/2018,65,-6.3
02/02/2018,47,-6.7
02/02/2018,48,-6.8
02/02/2018,115,-7
02/02/2018,267,-7.4
02/02/2018,558,-7.4
02/02/2018,280,-6.5
02/02/2018,187,-4.1
02/02/2018,234,-1.4
02/02/2018,303,0.9
02/02/2018,294,1.6
02/02/2018,293,3.2
02/02/2018,310,3.6
02/02/2018,330,2.9
02/02/2018,382,2
02/02/2018,592,0.5
02/02/2018,379,-0.5
02/02/2018,241,-1.3
02/02/2018,225,-2
02/02/2018,227,-2.4
02/02/2018,178,-2.6
03/02/2018,182,-2.5
03/02/2018,184,-2.3
03/02/2018,123,-3.4
03/02/2018,60,-4.4
03/02/2018,35,-5.6
03/02/2018,31,-6.3
03/02/2018,33,-7.8
03/02/2018,67,-8.8
03/02/2018,116,-9.5
03/02/2018,168,-9.4
03/02/2018,144,-8.5
03/02/2018,195,-7.7
03/02/2018,192,-6
03/02/2018,229,-5.8
03/02/2018,196,-5
03/02/2018,210,-4.5
03/02/2018,205,-4.2
03/02/2018,211,-5.6
03/02/2018,175,-6.6
03/02/2018,135,-7.6
03/02/2018,109,-8.5
03/02/2018,107,-9.1
03/02/2018,92,-9.7
03/02/2018,91,-10
04/02/2018,98,-10.4
04/02/2018,90,-10.5
04/02/2018,60,-10.5
04/02/2018,54,-10.6
04/02/2018,35,-11.2
04/02/2018,21,-11.5
04/02/2018,23,-11.8
04/02/2018,34,-12.4
04/02/2018,70,-12.8
04/02/2018,97,-12.4
04/02/2018,103,-11.2
04/02/2018,115,-9.7
04/02/2018,165,-8.3
04/02/2018,152,-8.3
04/02/2018,177,-7.4
04/02/2018,190,-6.4
04/02/2018,181,-5.4
04/02/2018,184,-5.9
04/02/2018,154,-7
04/02/2018,124,-7.7
04/02/2018,98,-8.2
04/02/2018,107,-8.9
04/02/2018,78,-9.7
04/02/2018,77,-10.3
05/02/2018,82,-10.5
05/02/2018,52,-11.2
05/02/2018,39,-11.2
05/02/2018,33,-11.3
05/02/2018,20,-11.7
05/02/2018,37,-11.6
05/02/2018,110,-11.5
05/02/2018,227,-11.6
05/02/2018,433,-11.5
05/02/2018,216,-11.1
05/02/2018,123,-9.6
05/02/2018,156,-8.5
05/02/2018,157,-7.8
05/02/2018,169,-7
05/02/2018,170,-6.4
05/02/2018,169,-5.7
05/02/2018,199,-5.4
05/02/2018,225,-6.4
05/02/2018,388,-7.6
05/02/2018,246,-8.3
05/02/2018,206,-9.1
05/02/2018,177,-9.8
05/02/2018,183,-10.3
05/02/2018,115,-10.5
06/02/2018,126,-10.6
06/02/2018,87,-10.9
06/02/2018,59,-11.2
06/02/2018,36,-11.6
06/02/2018,32,-12
06/02/2018,40,-12.3
06/02/2018,94,-12.5
06/02/2018,213,-12.7
06/02/2018,438,-12.7
06/02/2018,217,-12.3
06/02/2018,128,-11.3
06/02/2018,175,-9.9
06/02/2018,172,-8.2
06/02/2018,165,-7.5
06/02/2018,147,-7
06/02/2018,171,-5.9
06/02/2018,175,-5.9
06/02/2018,227,-6.6
06/02/2018,392,-7.6
06/02/2018,251,-8.4
06/02/2018,193,-9.6
06/02/2018,175,-10.6
06/02/2018,169,-11.1
06/02/2018,106,-11.8
07/02/2018,116,-12.3
07/02/2018,96,-12.3
07/02/2018,83,-12.5
07/02/2018,51,-12.5
07/02/2018,34,-13.1
07/02/2018,45,-13
07/02/2018,92,-13.2
07/02/2018,214,-13.2
07/02/2018,469,-13.3
07/02/2018,237,-12
07/02/2018,155,-9.6
07/02/2018,176,-7
07/02/2018,188,-6
07/02/2018,228,-4.5
07/02/2018,199,-3.5
07/02/2018,221,-2.1
07/02/2018,240,-1.7
07/02/2018,320,-2.3
07/02/2018,448,-4
07/02/2018,280,-5.2
07/02/2018,218,-5.8
07/02/2018,223,-6.3
07/02/2018,200,-6.8
07/02/2018,164,-7.6
08/02/2018,136,-8.2
08/02/2018,126,-8.5
08/02/2018,103,-8.3
08/02/2018,57,-8.6
08/02/2018,46,-9
08/02/2018,39,-9
08/02/2018,99,-9.3
08/02/2018,255,-9.6
08/02/2018,507,-9.7
08/02/2018,270,-8.5
08/02/2018,160,-6.3
08/02/2018,217,-3.1
08/02/2018,253,-1.5
08/02/2018,270,0.3
08/02/2018,253,0.9
08/02/2018,286,1.4
08/02/2018,284,2
08/02/2018,337,1.5
08/02/2018,564,-0.5
08/02/2018,378,-1.8
08/02/2018,277,-2.8
08/02/2018,268,-3.3
08/02/2018,233,-3.9
08/02/2018,195,-4.3
09/02/2018,178,-4.6
09/02/2018,159,-4.8
09/02/2018,107,-5.1
09/02/2018,78,-5.2
09/02/2018,46,-4.4
09/02/2018,36,-4.2
09/02/2018,117,-4
09/02/2018,273,-3.6
09/02/2018,589,-3.3
09/02/2018,308,-2.4
09/02/2018,199,-1.3
09/02/2018,238,-0.2
09/02/2018,260,1.6
09/02/2018,268,2.6
09/02/2018,283,4
09/02/2018,315,5
09/02/2018,319,6
09/02/2018,422,4.8
09/02/2018,659,4.1
09/02/2018,407,3.3
09/02/2018,308,3
09/02/2018,243,2.9
09/02/2018,263,2.5
09/02/2018,193,2
10/02/2018,197,1.5
10/02/2018,237,1.7
10/02/2018,169,1.9
10/02/2018,145,2
10/02/2018,79,1.9
10/02/2018,41,1.8
10/02/2018,48,1.6
10/02/2018,97,1.6
10/02/2018,188,1.6
10/02/2018,222,1.6
10/02/2018,223,1.8
10/02/2018,235,2.6
10/02/2018,248,2.9
10/02/2018,296,2.8
10/02/2018,286,2.2
10/02/2018,277,2
10/02/2018,291,0.3
10/02/2018,277,-0.9
10/02/2018,216,-2
10/02/2018,151,-3.1
10/02/2018,132,-4.4
10/02/2018,124,-5.6
10/02/2018,128,-6.2
10/02/2018,118,-6.7
11/02/2018,112,-6.9
11/02/2018,95,-7
11/02/2018,93,-7
11/02/2018,58,-7.2
11/02/2018,34,-7.5
11/02/2018,19,-7.8
11/02/2018,39,-8.4
11/02/2018,40,-9.2
11/02/2018,81,-9.4
11/02/2018,126,-8.6
11/02/2018,130,-6.9
11/02/2018,155,-5
11/02/2018,174,-3.9
11/02/2018,212,-2.4
11/02/2018,191,-2.2
11/02/2018,181,-2.6
11/02/2018,175,-3.6
11/02/2018,198,-4.2
11/02/2018,150,-4.6
11/02/2018,147,-5.2
11/02/2018,127,-5.7
11/02/2018,119,-5.6
11/02/2018,103,-5.8
11/02/2018,91,-7
12/02/2018,103,-7.7
12/02/2018,69,-7.9
12/02/2018,45,-8.3
12/02/2018,21,-8.5
12/02/2018,33,-8.6
12/02/2018,30,-9.2
12/02/2018,109,-9.5
12/02/2018,236,-9.5
12/02/2018,517,-9.1
12/02/2018,262,-8.4
12/02/2018,161,-6.7
12/02/2018,190,-6.1
12/02/2018,202,-4.6
12/02/2018,246,-2.7
12/02/2018,182,-2.4
12/02/2018,228,-2.1
12/02/2018,239,-2.4
12/02/2018,288,-3.1
12/02/2018,475,-4.4
12/02/2018,340,-4.9
12/02/2018,244,-4.7
12/02/2018,253,-4.3
12/02/2018,200,-4.2
12/02/2018,140,-4.4
13/02/2018,158,-5
13/02/2018,146,-5.5
13/02/2018,106,-6
13/02/2018,70,-6.2
13/02/2018,46,-6.4
13/02/2018,51,-6.7
13/02/2018,96,-7.1
13/02/2018,294,-7.2
13/02/2018,568,-7.1
13/02/2018,285,-5.9
13/02/2018,200,-2.4
13/02/2018,252,-0.3
13/02/2018,281,1
13/02/2018,256,2.6
13/02/2018,300,3.7
13/02/2018,295,3.7
13/02/2018,328,3.9
13/02/2018,410,3.5
13/02/2018,604,3.1
13/02/2018,406,2.4
13/02/2018,323,2.3
13/02/2018,290,2.6
13/02/2018,291,2.6
13/02/2018,211,2.4
14/02/2018,178,2
14/02/2018,213,1.3
14/02/2018,129,1.2
14/02/2018,101,1.1
14/02/2018,51,1.1
14/02/2018,56,1
14/02/2018,108,1.1
14/02/2018,292,1.3
14/02/2018,606,2.1
14/02/2018,326,3.9
14/02/2018,241,5.2
14/02/2018,288,6.3
14/02/2018,312,6.9
14/02/2018,349,7.2
14/02/2018,398,7.8
14/02/2018,461,8.7
14/02/2018,447,8
14/02/2018,484,6.6
14/02/2018,559,5.1
14/02/2018,316,3.9
14/02/2018,262,2.8
14/02/2018,216,1.7
14/02/2018,218,0.3
14/02/2018,160,-0.3
15/02/2018,126,-0.7
15/02/2018,123,-1.1
15/02/2018,112,-1.2
15/02/2018,74,-1.4
15/02/2018,58,-1.9
15/02/2018,32,-2.4
15/02/2018,39,-2.6
15/02/2018,55,-3
15/02/2018,112,-3
15/02/2018,112,-3.5
15/02/2018,127,-1.6
15/02/2018,170,0.1
15/02/2018,174,1.7
15/02/2018,240,2.2
15/02/2018,270,2.9
15/02/2018,276,3.8
15/02/2018,273,3.2
15/02/2018,236,2.4
15/02/2018,190,1.1
15/02/2018,166,0.1
15/02/2018,148,-0.4
15/02/2018,134,-1.1
15/02/2018,145,-1.9
15/02/2018,92,-2.5
16/02/2018,105,-3.3
16/02/2018,77,-3.6
16/02/2018,47,-4.1
16/02/2018,36,-4.4
16/02/2018,35,-4.5
16/02/2018,28,-5
16/02/2018,30,-5.2
16/02/2018,49,-5.4
16/02/2018,68,-5.4
16/02/2018,48,-4.3
16/02/2018,78,-1.3
16/02/2018,93,1
16/02/2018,137,2.2
16/02/2018,169,3.5
16/02/2018,196,4.2
16/02/2018,243,4
16/02/2018,189,3.3
16/02/2018,210,2.5
16/02/2018,165,1.4
16/02/2018,126,0.6
16/02/2018,150,0.2
16/02/2018,114,0.1
16/02/2018,116,-0.6
16/02/2018,84,-2
17/02/2018,79,-2.7
17/02/2018,71,-3.1
17/02/2018,56,-3.8
17/02/2018,34,-4.5
17/02/2018,20,-5.2
17/02/2018,14,-5.7
17/02/2018,39,-6.2
17/02/2018,35,-6.8
17/02/2018,80,-7.1
17/02/2018,98,-6.5
17/02/2018,103,-4.3
17/02/2018,155,-2.8
17/02/2018,183,-1.3
17/02/2018,193,-0.4
17/02/2018,258,-0.1
17/02/2018,273,1
17/02/2018,267,1.3
17/02/2018,250,0.6
17/02/2018,223,-0.3
17/02/2018,169,-1.5
17/02/2018,145,-2.1
17/02/2018,133,-2.3
17/02/2018,123,-2.7
17/02/2018,117,-2.9
18/02/2018,99,-3.6
18/02/2018,103,-4.4
18/02/2018,86,-4.7
18/02/2018,56,-4.5
18/02/2018,37,-4.1
18/02/2018,22,-4
18/02/2018,38,-4.1
18/02/2018,52,-4.6
18/02/2018,92,-4.8
18/02/2018,137,-4.1
18/02/2018,156,-1.8
18/02/2018,183,0
18/02/2018,263,2.2
18/02/2018,337,3.7
18/02/2018,372,4.1
18/02/2018,440,5
18/02/2018,404,5.1
18/02/2018,354,4.2
18/02/2018,310,2.8
18/02/2018,238,1.5
18/02/2018,213,0.6
18/02/2018,226,0.2
18/02/2018,191,-0.3
18/02/2018,153,-0.7
19/02/2018,148,-1.1
19/02/2018,101,-1.4
19/02/2018,59,-1.4
19/02/2018,42,-1.4
19/02/2018,50,-1.9
19/02/2018,59,-1.8
19/02/2018,139,-1.4
19/02/2018,349,-0.9
19/02/2018,646,-1.2
19/02/2018,347,-0.6
19/02/2018,235,2.6
19/02/2018,314,4.3
19/02/2018,361,4.7
19/02/2018,332,5.1
19/02/2018,373,5.6
19/02/2018,392,6.3
19/02/2018,403,6.3
19/02/2018,522,5.7
19/02/2018,819,4.7
19/02/2018,533,3.6
19/02/2018,417,2.4
19/02/2018,388,1.8
19/02/2018,357,1
19/02/2018,218,0.5
20/02/2018,177,0
20/02/2018,172,-0.5
20/02/2018,115,-0.8
20/02/2018,63,-1.3
20/02/2018,64,-1.6
20/02/2018,79,-1.8
20/02/2018,164,-2.1
20/02/2018,404,-2.2
20/02/2018,727,-2.1
20/02/2018,384,-1.4
20/02/2018,265,1.1
20/02/2018,322,2.8
20/02/2018,356,4
20/02/2018,370,4.2
20/02/2018,335,5
20/02/2018,431,5.4
20/02/2018,393,5.1
20/02/2018,514,3.9
20/02/2018,764,3.2
20/02/2018,522,2.5
20/02/2018,358,1.8
20/02/2018,415,1.1
20/02/2018,319,0.5
20/02/2018,242,-0.5
21/02/2018,171,-1.4
21/02/2018,162,-2.2
21/02/2018,105,-2.9
21/02/2018,59,-3.4
21/02/2018,50,-3.8
21/02/2018,63,-4
21/02/2018,159,-4
21/02/2018,385,-4.1
21/02/2018,718,-4.3
21/02/2018,373,-3.8
21/02/2018,244,-1.8
21/02/2018,276,0.2
21/02/2018,351,2.2
21/02/2018,299,2.9
21/02/2018,365,3.3
21/02/2018,366,4.2
21/02/2018,409,3.7
21/02/2018,469,3.1
21/02/2018,784,1.8
21/02/2018,460,-0.1
21/02/2018,356,-1.1
21/02/2018,345,-1.6
21/02/2018,299,-2.2
21/02/2018,223,-2.7
22/02/2018,195,-2.7
22/02/2018,190,-2.2
22/02/2018,116,-2.9
22/02/2018,71,-2.8
22/02/2018,66,-2.4
22/02/2018,75,-2.4
22/02/2018,151,-3
22/02/2018,373,-3.7
22/02/2018,783,-3.6
22/02/2018,383,-1.9
22/02/2018,259,0.9
22/02/2018,308,2.7
22/02/2018,352,4.8
22/02/2018,316,4.5
22/02/2018,331,4.8
22/02/2018,356,5
22/02/2018,404,5
22/02/2018,465,4.6
22/02/2018,730,3.9
22/02/2018,499,3.5
22/02/2018,348,3
22/02/2018,393,2.9
22/02/2018,346,2.9
22/02/2018,202,2.9
23/02/2018,42,1.7
23/02/2018,55,0.6
23/02/2018,62,0.7
23/02/2018,32,0.9
23/02/2018,36,1.1
23/02/2018,39,1
23/02/2018,63,0.4
23/02/2018,174,-0.1
23/02/2018,391,-0.2
23/02/2018,214,0.5
23/02/2018,184,2.2
23/02/2018,230,3.8
23/02/2018,283,5.3
23/02/2018,304,6.7
23/02/2018,312,7.8
23/02/2018,312,8.2
23/02/2018,354,8.3
23/02/2018,470,7.9
23/02/2018,669,7.5
23/02/2018,421,6.9
23/02/2018,295,6.4
23/02/2018,321,6
23/02/2018,291,5.7
23/02/2018,243,5.5
24/02/2018,226,4.6
24/02/2018,263,4
24/02/2018,197,3.7
24/02/2018,133,3.5
24/02/2018,63,2.7
24/02/2018,58,1.8
24/02/2018,72,1.2
24/02/2018,108,0.6
24/02/2018,203,0
24/02/2018,253,0.6
24/02/2018,259,0.8
24/02/2018,298,2.2
24/02/2018,363,4
24/02/2018,412,5.3
24/02/2018,454,6.9
24/02/2018,467,6.7
24/02/2018,509,5.9
24/02/2018,462,4.9
24/02/2018,379,3.5
24/02/2018,306,2.1
24/02/2018,233,1.1
24/02/2018,232,0.7
24/02/2018,219,0.1
24/02/2018,187,-0.6
25/02/2018,182,-1.1
25/02/2018,189,-1.4
25/02/2018,124,-1.5
25/02/2018,103,-1.3
25/02/2018,52,-1.1
25/02/2018,37,-0.7
25/02/2018,54,-0.8
